Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population,Year
225 Liberty St,Welsh Farms,Monmouth,B,0,114372.5103,2,4,42,44512001,1,0,229000,"1 - 1,499",7,79548.29091,621279.6364,2019
492 Joline Ave # 9,Welsh Farms Food Stores,Monmouth,C+,0,76248.34021,3,4.7,42,44511003,1,0,229000,"2,500 - 4,999",7,79548.29091,621279.6364,2019
601 W 4th St,West Fourth Superett,Union,B,0,110569.0853,8,3.8,92,44511003,1,0,240333,"1,500 - 2,499",17,68219,562057.7636,2019
30 W Kinney St,West Kinney Mini Market LLC,Essex,B,0,140182.1575,10,4.9,74,44511003,1,0,242750,"1 - 1,499",17,67268.47273,799220.5636,2019
221 Rock Rd,Wilkes Rock Road Deli,Bergen,B+,0,324950.8294,19,4.3,13,44511003,1,0,252500,"1,500 - 2,499",19,85629.45455,942512.0545,2019
451 Union Ave,Willy Mini-Market,Passaic,C+,0,79662.6647,15,4.5,59,44511003,1,0,208000,"1 - 1,499",18,51091.4,506323.1818,2019
191 Myrtle Ave,Yerlin Deli Grocery Inc,Essex,C+,0,70091.07877,67,4.3,220,44511003,1,0,243000,"1,500 - 2,499",26,67268.47273,799220.5636,2019
99 Ridgedale Ave,Cedar Knolls Farmers Market,Morris,C+,0,416777.9391,48,4.5,9,44523003,1,0,178000,"1,500 - 2,499",13,99047.49091,495913.1091,2019
99 Ridgedale Ave,Cedar Knolls Farmers Market,Morris,C+,0,416777.9391,48,4.5,9,44523003,1,0,178000,"1,500 - 2,499",13,99047.49091,495913.1091,2019
417 1/2 Kearny Ave,Floritas Deli Grocery,Hudson,U,0,48588.82101,2,5,47,72251117,1,0,55000,"1 - 1,499",20,65296.05455,685991.5091,2019
315 Pascack Rd,Foodtown Of WA Township,Bergen,C,0,108316.9431,666,4.2,2,44511003,1,0,252500,"1,500 - 2,499",15,85629.45455,942512.0545,2019
107 Morristown Rd,Shop-Rite Supermarkets Inc,Somerset,U,0,99689.01995,3507,4.2,8,44511003,1,0,229500,"1 - 1,499",3,104293.2182,333893.1455,2019
295 Route 72 E,Shop-Rite Supermarkets Inc,Ocean,U,0,80573.46178,952,4.1,32,44511003,1,0,259000,"1 - 1,499",6,52010.14545,600689.8727,2019
1325 US Highway 206,Shop-Rite Supermarkets Inc,Somerset,U,0,99689.01995,514,4.3,4,44511003,1,0,229500,"1 - 1,499",3,104293.2182,333893.1455,2019
700 Delsea Dr,Shop-Rite Supermarkets Inc,Gloucester,U,0,83017.30907,2014,4.3,20,44511003,1,0,159000,"1 - 1,499",23,54928.12727,292277.1455,2019
157 Jefferson Ave,Tropical Supermarket,Union,C+,0,73712.72353,43,3.7,122,44511003,0,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
171 3rd St # A,3rd St Grocery,Union,C+,0,73712.72353,8,3.4,80,44511003,1,0,240500,"1,500 - 2,499",24,68219,562057.7636,2019
408 Main St,Abuelita Food Market,Monmouth,C+,0,114372.5103,8,4.6,10,44511003,1,0,229000,"1 - 1,499",8,79548.29091,621279.6364,2019
63 Van Houten St,Al Amin Grocery,Passaic,C,0,39831.33235,5,5,37,44511003,1,0,208000,"1 - 1,499",18,51091.4,506323.1818,2019
115 Roseville Ave,Aneuris Meat Market,Essex,B,0,105136.6182,2,3,108,44521006,1,0,199333,"1 - 1,499",17,67268.47273,799220.5636,2019
562 Elizabeth Ave # A,Archie's Corner,Union,B,0,110569.0853,4,4,80,44512001,1,0,240333,"1 - 1,499",24,68219,562057.7636,2019
6039 Park Ave,Ayala Grocery,Hudson,C+,0,97177.64201,3,4.3,149,44511003,1,0,230500,"1 - 1,499",59,65296.05455,685991.5091,2019
118 Clements Bridge Rd,B-Corner Food Mart,Camden,B,0,122846.8484,9,3.4,5,44512001,1,0,221667,"1,500 - 2,499",29,54218.50909,505016.4182,2019
510 Prospect St,Bachman's Market,Essex,C+,0,70091.07877,87,4.5,72,44511003,1,0,243000,"1,500 - 2,499",18,67268.47273,799220.5636,2019
65 E County Line Rd # 75,Biedronka Polish Deli,Ocean,C+,0,80573.46178,56,4.4,84,44511003,1,0,259000,"2,500 - 4,999",10,52010.14545,600689.8727,2019
858 Amboy Ave,Big Pantry LLC,Middlesex,C,0,163894.6828,46,4.3,98,72251117,1,0,59750,"1 - 1,499",12,61266.49091,835785.1818,2019
125 E Broad St,Brummer's Chocolates,Union,B,0,147425.4471,21,4.6,22,72251117,0,0,59500,"1 - 1,499",26,68219,562057.7636,2019
225 Pavonia Ave,Cangianos Marketplace,Hudson,C+,0,97177.64201,32,4.9,73,44511003,1,0,230500,"1,500 - 2,499",48,65296.05455,685991.5091,2019
159 Hudson St,Cathers Food Mart,Warren,C,0,33426.38316,11,2.6,46,44512001,1,0,235000,"1 - 1,499",5,55860.87273,105169.1091,2019
216 1st St # A,Central Avenue Mini Market,Bergen,C+,0,108316.9431,7,4.4,79,44512001,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
456 Chamberlain Ave,Chamberlain Mini Mart,Passaic,C+,0,79662.6647,3,5,59,44512001,1,0,208000,"1 - 1,499",18,51091.4,506323.1818,2019
441 Martin Luther King Jr Dr,Champion Meat Market,Hudson,C+,0,97177.64201,7,4.3,118,44511003,1,0,230500,"1 - 1,499",32,65296.05455,685991.5091,2019
71 Main St # 2,Chester Convenience Store,Morris,C,0,52097.24238,2,3,14,44512001,1,0,265000,"1 - 1,499",4,99047.49091,495913.1091,2019
301 8th St,Christos Mini Mart & Pizzeria,Hudson,C+,0,97177.64201,63,3.5,73,72251115,1,0,54500,"1 - 1,499",48,65296.05455,685991.5091,2019
318 N 7th St,Cidra's Supermarket,Cumberland,B,0,229424.5033,701,4.4,92,44511003,1,0,238667,"1,500 - 2,499",8,40115.8,151919.2,2019
318 N 7th St,Cidra's Supermarket,Cumberland,B,0,229424.5033,704,4.4,92,44511003,1,0,238667,"1,500 - 2,499",8,40115.8,151919.2,2019
293 Hamilton Ave,Coco Supermarket,Passaic,C,0,39831.33235,29,4.1,180,44511003,1,0,208000,"1,500 - 2,499",20,51091.4,506323.1818,2019
97 Mcadoo Ave # 1,Community Grocery Deli,Hudson,C,0,48588.82101,19,4.5,166,44511003,1,0,231000,"1,500 - 2,499",21,65296.05455,685991.5091,2019
480 US Highway 46,Corrado's Of Fairfield,Essex,C+,0,35045.53939,389,4.1,23,44511003,1,0,243000,"1,500 - 2,499",7,67268.47273,799220.5636,2019
3335 Route 524,Country Farm,Monmouth,C,0,38124.1701,3,5,30,44512001,1,0,229000,"1 - 1,499",7,79548.29091,621279.6364,2019
383 Newark Pompton Tpke,Deli Planet,Morris,C,0,104194.4848,116,4.5,10,44512001,1,0,264500,"1,500 - 2,499",6,99047.49091,495913.1091,2019
191 Old Bridge Tpke,East Brunswick News-Food Store,Middlesex,C+,0,81947.3414,6,4.7,54,44511003,1,0,229000,"1,500 - 2,499",8,61266.49091,835785.1818,2019
66 Highland Ave,El Encarguito Grocery Inc,Essex,C+,0,70091.07877,1,1,158,44511003,0,0,243000,"1,500 - 2,499",17,67268.47273,799220.5636,2019
218 Ferry St,Emporium 218 Supermarket,Essex,B+,0,350455.3939,68,4.3,106,44511003,1,0,242700,"2,500 - 4,999",19,67268.47273,799220.5636,2019
1112 Liberty Ave,Everest Realty Inc,Union,A,0,184281.8088,20,4.4,39,53121003,0,0,136600,"5,000 - 9,999",27,68219,562057.7636,2019
732 Avenue E,Fiji Convenience & Smoke Shop,Hudson,U,0,97177.64201,15,4.7,106,44512001,1,0,230500,"1 - 1,499",18,65296.05455,685991.5091,2019
415 Crosby Ave # A,Francisco Mini Market,Passaic,C+,0,79662.6647,6,5,42,44512001,1,0,208000,"1,500 - 2,499",17,51091.4,506323.1818,2019
918 Lee Ave,Good Neighbor Mini Supermarket,Middlesex,C+,0,81947.3414,26,4.7,62,44511003,1,0,229000,"1 - 1,499",11,61266.49091,835785.1818,2019
217 Mcbride Ave,Grab Itdeli & Smoke,Passaic,C+,0,159325.3294,18,4.3,180,44511003,0,0,207750,"1 - 1,499",20,51091.4,506323.1818,2019
106 E Moore St,Hackettstown Health Food,Warren,U,0,33426.38316,23,4.7,37,44619103,1,0,125000,"1 - 1,499",4,55860.87273,105169.1091,2019
2330 Belvidere Rd,Harmony Spirits & Grocery,Warren,B,0,66852.76632,34,5,46,44531004,1,0,296000,"1 - 1,499",5,55860.87273,105169.1091,2019
229 George St,Havana Grocery Store,Middlesex,B,0,163894.6828,59,4.5,93,44511003,1,0,229000,"1 - 1,499",20,61266.49091,835785.1818,2019
517 Lincoln Pl,Hudson Food Market,Essex,C+,0,70091.07877,9,4.1,92,44511003,1,0,243000,"1 - 1,499",16,67268.47273,799220.5636,2019
425 8th St,International Mini Market,Hudson,B,0,194355.284,12,4.6,210,44512001,1,0,230500,"1 - 1,499",55,65296.05455,685991.5091,2019
1085 Summit Ave # A,Jaritza Supermarket,Hudson,C,0,48588.82101,35,4.6,110,44511003,1,0,231000,"1,500 - 2,499",49,65296.05455,685991.5091,2019
217 Talmadge Ave # 1,Judy's Grocery,Somerset,C+,0,99689.01995,20,3.8,21,44511003,1,0,229500,"1 - 1,499",8,104293.2182,333893.1455,2019
171 Hobart Ave,Kevins Corner Deli & Grocery,Hudson,C,0,48588.82101,5,3.6,106,44511003,1,0,231000,"1 - 1,499",18,65296.05455,685991.5091,2019
24 W Hudson Ave,KNT Food Store,Bergen,C,0,54158.47157,5,4.4,39,44511003,1,0,253000,"1 - 1,499",22,85629.45455,942512.0545,2019
136 Hillside Blvd,Kosher West,Ocean,C+,0,80573.46178,179,4.5,84,44511003,1,0,259000,"1,500 - 2,499",10,52010.14545,600689.8727,2019
787 Kearny Ave,Krauser's Food Store,Hudson,C+,0,97177.64201,4,3,47,44511003,1,0,230500,"1 - 1,499",20,65296.05455,685991.5091,2019
500 River St,LA Nueva Mercedes Inc,Passaic,B+,0,358481.9912,7,5,52,44511003,1,0,207556,"1,500 - 2,499",19,51091.4,506323.1818,2019
1316 Clinton Ave,Lee's International Foodmart,Essex,C+,0,70091.07877,8,5,220,44511003,1,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
170 Midland Ave,Midland Dairy,Hudson,B+,0,485888.2101,127,4.5,47,44512001,1,0,230400,"2,500 - 4,999",20,65296.05455,685991.5091,2019
98 Mallory Ave,Miguel Trinidad Grocery,Hudson,B+,0,242944.105,85,4.8,118,44511003,1,0,230400,"1,500 - 2,499",32,65296.05455,685991.5091,2019
148 Whitehead Ave # 1,Minit Mart Food Store,Middlesex,C+,0,40973.6707,3,4.7,22,44512001,1,0,229000,"2,500 - 4,999",12,61266.49091,835785.1818,2019
234 E Fort Lee Rd,Naz Foodmart,Bergen,C+,0,108316.9431,3,3.7,6,44511003,1,0,252500,"1,500 - 2,499",27,85629.45455,942512.0545,2019
12 Race St,Olive With A Twist,Hunterdon,C+,0,362447.1874,49,4.5,6,44529912,0,0,116500,"1,500 - 2,499",0,89151.38182,123816.5273,2019
205 Kates Blvd,One Stop Food Market,Cumberland,C+,0,38237.41721,3,3,35,44512001,1,0,239000,"1 - 1,499",4,40115.8,151919.2,2019
2200 Mount Ephraim Ave,Pantry 1 Food Mart,Camden,B,0,204744.7474,5,3.8,29,44512001,1,0,221600,"2,500 - 4,999",26,54218.50909,505016.4182,2019
7000 Kennedy Blvd E # M-22,Pantry Market,Hudson,C+,0,97177.64201,9,3.7,149,44512001,1,0,230500,"2,500 - 4,999",59,65296.05455,685991.5091,2019
100 N State Rt 17,Paramus Quick & Fresh,Bergen,U,0,108316.9431,5,4.8,35,44512001,1,0,252500,"1,500 - 2,499",22,85629.45455,942512.0545,2019
348 E 23rd St,Pily Groceries,Passaic,C+,0,39831.33235,18,4.8,59,44511003,1,0,208000,"1 - 1,499",21,51091.4,506323.1818,2019
425 E Main St,Poblanita,Burlington,C+,0,95492.08903,6,5,10,44511003,1,0,236500,"1,500 - 2,499",1,62081.52727,445855.6545,2019
310 Renner Ave,Quality Minimarket,Essex,C+,0,70091.07877,6,4.2,80,44512001,1,0,243000,"1,500 - 2,499",24,67268.47273,799220.5636,2019
403 Outwater Ln,Quick Stop,Bergen,B,0,216633.8863,7,2,34,44512001,1,0,252500,"1,500 - 2,499",23,85629.45455,942512.0545,2019
434 E 31st St,Quinones Grocery,Passaic,C+,0,79662.6647,56,4.6,21,44511003,1,0,208000,"1 - 1,499",23,51091.4,506323.1818,2019
58 Leonard Ave,Qwik Stop,Monmouth,B,0,114372.5103,8,4.4,3,44512001,1,0,229000,"1,500 - 2,499",6,79548.29091,621279.6364,2019
576 Broadway,Royal Supermarket,Essex,C+,0,70091.07877,24,4.4,158,44511003,1,0,243000,"1,500 - 2,499",17,67268.47273,799220.5636,2019
497 W Scott Ave,Scott Ave Grocery & Deli,Union,C+,0,73712.72353,10,4.1,50,44512001,1,0,240500,"1,500 - 2,499",25,68219,562057.7636,2019
467 Allwood Rd,Seasons Kosher Supermarket,Passaic,C,0,79662.6647,491,4.5,12,44511003,1,0,208000,"1,500 - 2,499",27,51091.4,506323.1818,2019
1504 Paterson Plank Rd,Secaucus News LLC,Hudson,C+,0,97177.64201,1,1,34,44512001,1,0,230500,"1,500 - 2,499",43,65296.05455,685991.5091,2019
333 South Ave E,Shoprite,Union,B+,0,73712.72353,244,4.5,22,44531004,1,0,394000,"1 - 1,499",26,68219,562057.7636,2019
97 S Bridge St,Somerville Spanish-American,Somerset,C+,0,99689.01995,9,4.7,30,44511003,1,0,229500,"1,500 - 2,499",8,104293.2182,333893.1455,2019
253 Main St,Sungate Deli & Dairy,Monmouth,C+,0,76248.34021,39,4.7,4,72251117,1,0,57000,"1 - 1,499",11,79548.29091,621279.6364,2019
1182 Rahway Ave,Sunny Mart Food Store,Middlesex,C+,0,81947.3414,77,3.9,26,44512001,1,0,229000,"1 - 1,499",21,61266.49091,835785.1818,2019
219 Gibbsboro Rd,Super 7 Food Market,Camden,C,0,81897.89896,7,3.9,54,44511003,1,0,221500,"1,500 - 2,499",16,54218.50909,505016.4182,2019
359 Pennington Ave # 1,Super Foods Supermarket,Mercer,C+,0,112471.5628,385,3.9,50,44511003,1,0,234667,"2,500 - 4,999",6,69383.27273,370297.8364,2019
89 Brookdale Ave,Ultime Supermarket,Essex,B,0,140182.1575,23,4.4,90,44511003,1,0,242750,"1,500 - 2,499",22,67268.47273,799220.5636,2019
4522 Park Ave,West Food Grocery,Hudson,B,0,145766.463,4,4.5,16,44511003,1,0,230667,"1,500 - 2,499",56,65296.05455,685991.5091,2019
644 N 9th St,William Grocery,Camden,C+,0,81897.89896,7,4.7,42,44511003,1,0,221500,"1,500 - 2,499",28,54218.50909,505016.4182,2019
490 Kinderkamack Rd,Yasai Net LLC,Bergen,C,0,108316.9431,25,4.7,15,44511003,1,0,252500,"1 - 1,499",21,85629.45455,942512.0545,2019
527 Florida Grove Rd,7-Eleven,Middlesex,B+,0,450710.3777,14,1.9,98,44512001,1,0,228909,"2,500 - 4,999",12,61266.49091,835785.1818,2019
228 Drs James Parker Blvd,A1 Liquors,Monmouth,U,3,152496.6804,20,5,47,71329003,1,1.168965517,157250,"1 - 1,499",12,79548.29091,621279.6364,2019
1004 Roselle St # 1,A1 Sub & Deli,Union,C+,0,73712.72353,179,3.9,94,44512001,1,0,240500,"1 - 1,499",28,68219,562057.7636,2019
689 Chancellor Ave,Affordable Trading LLC,Essex,U,0,70091.07877,26,4.5,220,44511003,1,0,243000,"1 - 1,499",26,67268.47273,799220.5636,2019
320 Wabash Ave,Akmarket Grocery,Passaic,U,0,79662.6647,23,3.8,65,44511003,1,0,208000,"1 - 1,499",24,51091.4,506323.1818,2019
320 Central Ave # 1,Alex Mini Market,Essex,C+,0,70091.07877,13,4,92,44511003,1,0,243000,"1,500 - 2,499",16,67268.47273,799220.5636,2019
3120 State Route 27,Allen's Automotive,Middlesex,B+,0,122921.0121,82,4.2,10,33639004,1,0,207333,"1,500 - 2,499",8,61266.49091,835785.1818,2019
311 Crooks Ave,Almina Halal Supermarket,Passaic,U,0,79662.6647,88,4.8,65,44511003,1,0,208000,"1 - 1,499",24,51091.4,506323.1818,2019
186 Speedwell Ave,American Super Market,Morris,C+,0,156291.7271,43,4.2,45,44511003,1,0,264333,"1,500 - 2,499",11,99047.49091,495913.1091,2019
2 Ridgedale Ave W,Angelo's Deli,Morris,B,0,208388.9695,96,4.5,22,72232001,1,0,63250,"1 - 1,499",10,99047.49091,495913.1091,2019
101 Portland Ave # C,Apna Bazaar,Bergen,C+,0,108316.9431,31,2.8,27,44511003,1,0,252500,"1,500 - 2,499",20,85629.45455,942512.0545,2019
413 Bloomfield Ave,Aris Deli Grocery,Essex,C,0,35045.53939,16,4.4,108,44511003,1,0,243000,"1 - 1,499",17,67268.47273,799220.5636,2019
296 White Horse Pike,Atco Mart,Camden,C,0,81897.89896,6,4.8,9,44512001,1,0,221500,"2,500 - 4,999",3,54218.50909,505016.4182,2019
2868 Dune Dr,Avalon Supermarket,Cape May,C+,0,68418.69385,60,4.3,5,44511003,1,0,408500,"1,500 - 2,499",3,61476.94545,92193.6,2019
2868 Dune Dr,Avalon Supermarket,Cape May,C+,0,68418.69385,60,4.3,5,44511003,1,0,408500,"1,500 - 2,499",3,61476.94545,92193.6,2019
96 Baker St,Baker Street Market,Essex,U,0,70091.07877,4,5,26,44511003,1,0,243000,"1 - 1,499",23,67268.47273,799220.5636,2019
722 Main St,Bamboo Leaf,Monmouth,B,0,228745.0206,321,4.5,10,44511003,1,0,56833,"1,500 - 2,499",8,79548.29091,621279.6364,2019
950 Main St # 1,Barben Supermarket,Passaic,B+,0,557638.6529,129,4.3,65,44511003,1,0,207571,"2,500 - 4,999",24,51091.4,506323.1818,2019
408a Paterson Plank Rd,Belly Deli,Hudson,U,0,97177.64201,38,4.1,210,44512001,1,0,230500,"1 - 1,499",55,65296.05455,685991.5091,2019
13 Mount Airy Rd,Bernardsvile Latin Groc Store,Somerset,U,0,99689.01995,6,4.8,8,44511003,1,0,229500,"1 - 1,499",3,104293.2182,333893.1455,2019
239 N Union St,Big Bear Natural Foods,Hunterdon,B,0,226529.4921,27,3.8,7,44511003,0,0,224800,"1,500 - 2,499",1,89151.38182,123816.5273,2019
314 Route 70,Boemio Market,Ocean,C+,0,80573.46178,47,4.2,7,44511003,1,0,259000,"1,500 - 2,499",2,52010.14545,600689.8727,2019
790 Broad Ave,Broad Ave Mini Market,Bergen,C+,0,54158.47157,1,5,19,44512001,1,0,253000,"1,500 - 2,499",48,85629.45455,942512.0545,2019
42 Main St,Bryans Luncheonette,Morris,B+,0,312583.4543,253,4.7,14,44511003,1,0,264167,"2,500 - 4,999",7,99047.49091,495913.1091,2019
528 Adams St # A,Caporrino's News-Convienance,Hudson,C+,0,97177.64201,20,4,65,44512001,1,0,230500,"1 - 1,499",54,65296.05455,685991.5091,2019
5004 Landis Ave,Cappuccio's Eastside Deli,Atlantic,C+,0,74427.48599,80,4.3,92,44512001,1,0,264500,"1 - 1,499",8,48563.56364,266207.8,2019
461 Broadway,Cherry Market,Hudson,C+,0,97177.64201,35,4.4,106,44511003,1,0,230500,"1,500 - 2,499",18,65296.05455,685991.5091,2019
762 Mountain Ave,Cioffi's Deli & Pizza,Union,B+,0,184281.8088,199,4.6,45,44512001,1,0,240200,"2,500 - 4,999",22,68219,562057.7636,2019
79 Martin Luther King Ave,Cl Grocery LLC,Morris,U,0,156291.7271,8,5,45,44511003,1,0,264333,"1,500 - 2,499",11,99047.49091,495913.1091,2019
1475 US Highway 46,Cliff's Dairy Maid,Morris,B+,1.222222222,1041944.848,1627,4.7,11,72251512,1,1.218309859,63150,"1,500 - 2,499",8,99047.49091,495913.1091,2019
645 Clements Bridge Rd,Country Fresh Food Mart,Camden,C+,0,81897.89896,7,3.7,5,44512001,1,0,221500,"1 - 1,499",29,54218.50909,505016.4182,2019
66 State Route 94,Dale's Market,Warren,A,0,902512.3453,153,4.4,4,44511003,1,0,234074,"5,000 - 9,999",1,55860.87273,105169.1091,2019
112 Norwood Ave,Deal Food & Liquor Store,Monmouth,B,0,152496.6804,3,4.3,4,44511003,1,0,229000,"1 - 1,499",7,79548.29091,621279.6364,2019
5561 Berkshire Valley Rd,Deli Works,Passaic,C+,0,79662.6647,86,4.5,7,72251117,1,0,55000,"1 - 1,499",1,51091.4,506323.1818,2019
235 Nassau St,Despana Brand Foods,Mercer,U,0,112471.5628,57,4.6,35,44511003,1,0,234667,"1,500 - 2,499",7,69383.27273,370297.8364,2019
900 E Chestnut Ave,Dollar Plus,Cumberland,C+,0,76474.83443,5,4.4,92,44512001,1,0,239000,"1,500 - 2,499",8,40115.8,151919.2,2019
250 Central Ave,E Z Mart,Essex,B,0,280364.3151,4,4,119,44512001,1,0,242625,"2,500 - 4,999",15,67268.47273,799220.5636,2019
260 Gregory Ave,El Bodegon,Passaic,C+,0,39831.33235,7,4.4,250,44512001,1,0,208000,"1 - 1,499",29,51091.4,506323.1818,2019
341 E 19th St,Estevez Food Market,Passaic,B+,0,238987.9941,271,4.5,52,44511003,1,0,207667,"1,500 - 2,499",19,51091.4,506323.1818,2019
10 Malcolm Ave # 1,Food Ingredient Solutions,Bergen,B+,0,1029010.96,3,5,5,44511003,1,0,252368,"10,000 - 19,999",31,85629.45455,942512.0545,2019
609 Sicklerville Rd,Food Plus,Camden,C+,0,81897.89896,15,4.4,32,44511003,1,0,221500,"1,500 - 2,499",11,54218.50909,505016.4182,2019
400 N Bay Ave,Foster's Farm Market,Ocean,C+,0,80573.46178,13,4.6,20,44511003,1,0,259000,"1 - 1,499",1,52010.14545,600689.8727,2019
177 Franklin Corner Rd # 1,Franklin Corner Deli,Mercer,B+,0,187452.6047,108,4.2,38,44511003,1,0,234600,"2,500 - 4,999",10,69383.27273,370297.8364,2019
177 Franklin Corner Rd # 1,Franklin Corner Deli,Mercer,B+,0,187452.6047,108,4.2,38,44511003,1,0,234600,"2,500 - 4,999",10,69383.27273,370297.8364,2019
528 Main St,Friendly Auto Repair,Essex,A,0,175227.6969,24,4.6,92,81111104,1,0,99800,"1 - 1,499",16,67268.47273,799220.5636,2019
1900 Greentree Rd,Friendly Food Mart,Camden,B,0,122846.8484,14,4.6,20,44512001,1,0,221667,"2,500 - 4,999",21,54218.50909,505016.4182,2019
701 US Highway 1,Fuel One,Middlesex,B,0,286815.6949,94,3.8,82,44512001,1,0,229000,"1,500 - 2,499",22,61266.49091,835785.1818,2019
135 Oakland Ave,Garden State Dairy,Bergen,B,0,216633.8863,8,4.5,11,44512001,1,0,252500,"1 - 1,499",13,85629.45455,942512.0545,2019
163 Speedwell Ave,Gene's II Deli,Morris,C+,0,104194.4848,16,4.1,19,44512001,1,0,264500,"1,500 - 2,499",14,99047.49091,495913.1091,2019
1102 N East Ave,Giovanni's Italian Amer Deli,Cumberland,B+,0,650036.0926,343,4.6,92,44511003,1,0,238647,"2,500 - 4,999",8,40115.8,151919.2,2019
1400 Queen Anne Rd,Glatt Express,Bergen,C+,0,108316.9431,163,4.4,33,44511003,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
163 Speedwell Ave,Gene's II Deli,Morris,C+,0,104194.4848,16,4.1,19,44512001,1,0,264500,"1,500 - 2,499",14,99047.49091,495913.1091,2019
1400 Queen Anne Rd,Glatt Express,Bergen,C+,0,108316.9431,163,4.4,33,44511003,1,0,252500,"1 - 1,499",23,85629.45455,942512.0545,2019
920 Prospect St,Glen Rock Food Inc,Bergen,B,0,162475.4147,6,4.3,13,44511003,1,0,252667,"1 - 1,499",19,85629.45455,942512.0545,2019
66 Morris St # 1,Green Life Market,Morris,B+,0,1302431.06,41,4.2,45,44619103,0,0,110240,"40,000 - 99,999",11,99047.49091,495913.1091,2019
168 S Center St # 1,Hudson Middle Food,Essex,C+,0,105136.6182,3,3.7,92,44511003,1,0,242667,"1,500 - 2,499",16,67268.47273,799220.5636,2019
341 Park Ave,Isabelita Supermarket,Union,C,0,73712.72353,6,4.7,92,44511003,1,0,240500,"1,500 - 2,499",17,68219,562057.7636,2019
613 Hope Rd # 19,Jersey Shore Deli,Monmouth,C+,0,114372.5103,30,4.3,21,44511003,1,0,229000,"2,500 - 4,999",10,79548.29091,621279.6364,2019
2750 Federal St,Jimenez Grocery,Camden,C+,0,40948.94948,16,4.5,69,44511003,1,0,222000,"1 - 1,499",29,54218.50909,505016.4182,2019
197 Shrewsbury Ave,Juanito's Market,Monmouth,C+,0,114372.5103,133,4.1,47,44511003,1,0,229000,"1,500 - 2,499",12,79548.29091,621279.6364,2019
197 Shrewsbury Ave,Juanito's Market,Monmouth,C+,0,114372.5103,133,4.1,47,44511003,1,0,229000,"1,500 - 2,499",12,79548.29091,621279.6364,2019
200 State Route 10 # 10,Kam Man Super Market LLC,Morris,C+,0,156291.7271,518,4.2,22,44511003,1,0,264333,"5,000 - 9,999",10,99047.49091,495913.1091,2019
22 Paterson Ave # 1,Khushiara Mini Market,Passaic,C+,0,79662.6647,4,5,59,44512001,1,0,208000,"1 - 1,499",18,51091.4,506323.1818,2019
700 Lanidex Plz # 200,Kings Super Markets,Morris,U,0,156291.7271,14,3.3,60,44511003,1,0,264333,"2,500 - 4,999",13,99047.49091,495913.1091,2019
23 Mileed Way,Ko Fro Foods,Middlesex,C+,0,81947.3414,11,3.8,26,44511003,1,0,229000,"1,500 - 2,499",21,61266.49091,835785.1818,2019
403 Clifton Ave # 1,Kollel Food Svc,Ocean,B+,0,402867.3089,18,4.7,84,44511003,1,0,258600,"5,000 - 9,999",10,52010.14545,600689.8727,2019
200 Main Ave,Kosher Konnection Inc,Passaic,B+,0,238987.9941,130,4.4,250,44511003,1,0,207667,"2,500 - 4,999",29,51091.4,506323.1818,2019
225 S Pavilion Ave,Krauser's Food Mart,Burlington,C+,0,95492.08903,18,3.9,36,44512001,1,0,236500,"1 - 1,499",23,62081.52727,445855.6545,2019
179 Spring St,LA Mexicanita,Sussex,B,0,165510.0889,14,4.3,28,44511003,1,0,248400,"2,500 - 4,999",3,61649.29091,139335,2019
152 48th St,LA Placita Supermarket,Hudson,C,0,97177.64201,533,4.3,210,44511003,1,0,230500,"1,500 - 2,499",55,65296.05455,685991.5091,2019
4101 Ventnor Ave,LA Sorpresa Meat Market,Atlantic,B,0,186068.715,12,4.3,159,44511003,1,0,264600,"2,500 - 4,999",3,48563.56364,266207.8,2019
396 Communipaw Ave # A,LA Union Grocery Store,Hudson,C+,0,97177.64201,6,4.5,118,44511003,1,0,230500,"1 - 1,499",32,65296.05455,685991.5091,2019
930 Lacey Rd,Lacey Auto Care,Ocean,A,0,362580.578,34,4.4,15,44131011,1,0,173556,"1,500 - 2,499",3,52010.14545,600689.8727,2019
139 Speedwell Ave,LC Supermarket,Morris,C+,0,156291.7271,36,4.2,45,44511003,1,0,264333,"1,500 - 2,499",11,99047.49091,495913.1091,2019
545 Valley Rd,Lee's Market,Essex,B,0,105136.6182,29,4.9,52,44511003,1,0,242667,"1 - 1,499",11,67268.47273,799220.5636,2019
212 N Livingston Ave,Livingston Mart,Essex,B,0,105136.6182,21,4.1,24,44512001,1,0,242667,"1 - 1,499",12,67268.47273,799220.5636,2019
533 Station Ave,Local Links Market,Camden,C,0,81897.89896,151,4.7,3,44511003,1,0,221500,"1,500 - 2,499",28,54218.50909,505016.4182,2019
73 Mary St,Lopez Deli & Grocery,Passaic,C+,0,79662.6647,391,4.5,65,44511003,1,0,208000,"1,500 - 2,499",24,51091.4,506323.1818,2019
215 Madison Ave,Madison Gas Mart Inc,Morris,B,0,208388.9695,39,3.9,45,44719005,1,0,1259000,"1 - 1,499",11,99047.49091,495913.1091,2019
